recno,seq,reference,onlink
80,2,"Kretschmer, E.L., 1991, Geology of the Kramer Hill gold deposit, Humboldt County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 857–863.",
81,13,"Teal, L., and Jackson, M., 1997, Geologic overview of the Carlin Trend gold deposits and descriptions of recent deep discoveries: SEG Newsletter, no. 31, Oct. 1997, p. 11, 13–25.",
81,1,"Global Infomine, 2011, Leeville complex: Property mine, 2 p., last accessed November 28, 2011, at http://www.infomine.com/companies-properties/reports/propertyreport.aspx?pid=21302&part=2.","http://www.infomine.com/companies-properties/reports/propertyreport.aspx?pid=21302&part=2"
81,2,"IM (International Mining), 2011, Newmont’s Nevada: IM-Mining—Spotlight Feature Article, 16 p., last accessed March 14, 2011, at http://www.im-mining.com/2011/02/01/newmonts-nevada/.","http://www.im-mining.com/2011/02/01/newmonts-nevada/"
81,3,"Jackson, M., Lane, M., and Leach, B., 1997, Geology of the West Leeville deposit, in Vikre, P., Thompson, T.B., Bettles, K., Christensen, O., and Parratt, R., eds., Carlin-type gold deposits field conference: Society of Economic Geologists Guidebook Series, v. 28, p. 277–287.",
81,4,"Jackson, M., Lane, M., and Leach, B., 2002, Geology of the West Leeville deposit, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Deep deposits along the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, p. 106–114.",
81,5,"McCann, S., and Rathnow, L., 2010, Leeville mine—Challenge and opportunity (Abstract): GSN Symposium 2010, 1 p., last accessed March 14, 2011, at http://www.gsnv.org/symposium/Venue/TechnicalSessions/Session10/Abstract1005/tabid/368/Default.aspx.","http://www.gsnv.org/symposium/Venue/TechnicalSessions/Session10/Abstract1005/tabid/368/Default.aspx"
81,6,"Moore, S., ed., 2002, Geology of the northern Carlin Trend, map and cross sections, scale 1:24,000, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Deep deposits along the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, plate 1 and 2.",
81,7,"Nevada Bureau of Mines and Geology, 2011, The Nevada mineral industry 2010: Nevada Bureau of Mines and Geology Special Publication MI-2010, 151 p.",
81,8,"Newmont Gold Co., 2003, Newmont updates 5-year business plan: News Release of September 24, 2003, 12 p., last accessed March 16, 2011, at http://media.corporate-ir.net/media_files/IROL/66/66018/pressrelease/09-24-03.pdf.","http://media.corporate-ir.net/media_files/IROL/66/66018/pressrelease/09-24-03.pdf"
81,9,"Newmont Mining Corp., 2011, Annual Report 2010: 188 p., last accessed May 2, 2012, at http://www.newmont.com/10ar/pdfs/Newmont _10AR.pdf.","http://www.newmont.com/10ar/pdfs/Newmont"
81,10,"Newmont, 2012, Reserves and non-reserve mineralization: Annual Report of December 31, 2011, 8 p., last accessed May 8, 2012, at http://www.newmont.com/sites/default/files/u87/NEM_2011%20Attributable%20Reserves%20and%20NRM.PDF.","http://www.newmont.com/sites/default/files/u87/NEM_2011%20Attributable%20Reserves%20and%20NRM.PDF"
81,11,"Perry, R., and Deutsch, C., 2007, Assessing the uncertainty due to grades and grade shell limits for the West Leeville underground deposit: SME Annual Meeting, February 25–28, 2007, Preprint 07-089, 5 p.",
81,12,"Sun, C., 2009, New progress in ground control monitoring system in Leeville underground mine, in Diederichs, M., and Grasselli, G., eds., Proceedings of the 3rd CANUS rock mechanics symposium: ROCKENG09, Toronto, Preprint, 13 p.",
82,5,"Gustin, M.M., Smith, M., and Simmons, G., 2010, Updated technical report on the Long Canyon project, Elko County, Nevada, USA: Mine Development Associates, 150 p, last accessed February 16, 2011, at http://www.infomine.com/index/pr/Pa905517.PDF.","http://www.infomine.com/index/pr/Pa905517.PDF"
82,7,"Thorman, C.H., 1970, Metamorphosed and non-metamorphosed Paleozoic rocks in the Wood Hills and Pequop Mountains, northeast Nevada: Geological Society of America Bulletin, v. 81, p. 2417–2448.",
82,6,"Smith, M.T., Benchley, K., Hannink, R., Samuelson, K., Tedrick, A., Wickum, J., Lee, C., and Lepore, W., 2010, The Long Canyon deposit—Exploration success in new territory, in Steiniger, R., and Pennel, B., eds., Great Basin evolution and metallogeny: DEStech Publications, Inc., Geological Society of Nevada, Symposium 2010 Proceedings, p. 657–676.",
82,1,"Bedell, R., Struhsacker, E., Craig, L., Miller, M., Coolbaugh, M., Smith, J., and Parrat, R., 2010, The Pequop mining district, Elko County, Nevada—An evolving new gold district, in Goldfarb, R.J., Marsh, E.E., and Monecke, T., eds., The challenge of finding new mineral resources—Metallogeny, innovative exploration, and new discoveries, v. I: Society of Economic Geologists Special Publication 15, p. 29–56.",
82,2,"Felder, P., Strubsacker, E.M., and Miller, M.S., 2010, The history of exploration and discovery of the Long Canyon gold deposit, Elko County, Nevada, USA, in Steiniger, R., and Pennel, B., eds., Great Basin evolution and metallogeny: Geological Society of Nevada, Symposium 2010 Proceedings, CD-ROM, p. 141–151.",
82,3,"Fronteer Gold, 2011, Step-out drilling at Long Canyon expands deposit by 200 metres and lays foundation for ongoing district-scale growth: NewsRelease of January 18, 2011, 3 p., last accessed February 16, 2011, at http://www.fronteergold.com/sites/files/ fronteer_admin/FronteerGoldnewsrelease_11-02_LCstepouts_2.pdf.","http://www.fronteergold.com/sites/files/"
82,4,"Fronteer Gold, 2011, Fronteer Gold reports interim resource estimate for Long Canyon gold deposit: NewsRelease of January 12, 2011, 3 p., last accessed February 16, 2011, at http://www.fronteergoldcom/sites/files/fronteer_admin/FronteerGoldnews release_11-01_LCResourceUpdate.pdf.","http://www.fronteergoldcom/sites/files/fronteer_admin/FronteerGoldnews"
83,9,"Timberline Resources Corporation, 2012, Timberline Announces 36% Increase to Its Measured & Indicated Gold Resource at Lookout Mountain: Northern Miner Press Release of April 19, 2012.",
83,4,"Nolan, T.B., 1960, The Eureka mining district, Nevada, U.S. Geological Survey Professional Paper 406, 78 p.",
83,5,"Nolan, T.B., and Hunt, R.L., 1968, The Eureka mining district, Nevada, in Ridge, J.D., ed., Ore deposits of the United States, 1933–1967 (Graton-Sales volume): New York, American Institute of Mining, Metallurgy and Petroleum Engineers, p. 966–991.",
83,6,"Timberline Resources Corp., 2011a, Lookout Mountain project: Press Release of March 21, 2011, 2 p., last accessed June 13, 2011, at http://timberline-resources.com/main.php?page=165.","http://timberline-resources.com/main.php?page=165"
83,7,"Timberline Resources Corp., 2011b, South Eureka, NV: Projects, 1 p., last accessed June 13, 2011, at http://timberline-resources.com/main.php?page=163.","http://timberline-resources.com/main.php?page=163"
83,8,"Timberline Resources Corp., 2011c, Timberline reports additional high-grade gold intercepts at Butte Highlands: Press Release of June 2, 2011, 2 p., last accessed June 13, 2011, at http://www.timberline-resources.com/main.php?page=183&press=150.","http://www.timberline-resources.com/main.php?page=183&press=150"
83,1,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
83,2,"Gustin, M.M., 2011, Technical report on the Lookout Mountain project, Eureka County, Nevada, USA: Technical Report of May 2, 2011, 140 p., last accessed June 13, 2011, at http://www.timberline-resources.com/LookoutMt_%2043-101_2011_Final.pdf.","http://www.timberline-resources.com/LookoutMt_%2043-101_2011_Final.pdf"
83,3,"Mathewson, D., 2006, Lookout Mountain gold deposit, Eureka mining district, Battle Mountain-Eureka gold trend, Nevada, in Hill, G., ed., Geology and mineralization at Bald Mountain, East Archimedes, and south Eureka, Nevada: Geological Society of Nevada 2006 Fall Field Trip Guidebook, Special Publication 43, p. 85–97.",
84,3,"Ekburg, C.E., Rota, J.C., and Arkell, B.W., 1991, Geology and mineral deposits of the Maggie Creek subdistrict, Carlin Trend, Eureka County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, symposium proceedings: Reno, Geological Society of Nevada, p. 625–633.",
84,4,"Harlan, J.B., Harris, D.A., Malette, P.M., Norby, J.W., Rota, J.C., and Sagar, J.J., 2002, Geology and mineralization of the Maggie Creek district, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Gold deposits of the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, p. 115–142.",
84,5,"Norby, J.W., 2002 Geology of the Maggie Creek district, geologic map, scale 1:18,000, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Deep deposits along the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, 1 plate.",
84,2,"Christensen, O.D., 1993, Carlin Trend overview, in Christensen, O.D., ed., Gold deposits of the Carlin Trend, Nevada: Fort Collins, Colorado, Society of Economic Geologists Field Trip Guidebook Series, v. 18, p. 12–26.",
84,1,"Arkell, B.W., 1991, Geology of the Tusk and MAC deposits, in  Buffa, R.H., and Coyner, A.R., eds., Geology and ore deposits of the Great Basin: Field Trip Guidebook Compendium, v. 2, p. 862–864.",
85,3,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
85,1,"Birak, D.J., 1986, Exploration and development of the Jerritt Canyon gold deposits, Elko County, Nevada, in Macdonald, A.J., ed., Proceedings volume: Toronto, Gold ‘86 International Symposium on Geology of Gold Deposits, p. 488–496.",
85,2,"Birak, D.J., and Hawkins, R.B., 1985, The geology of the Enfield Bell mine and Jerritt Canyon district, Elko County, Nevada: U.S. Geological Survey Bulletin 1646, p. 95–105.",
85,4,"Daly, W.E., Doe, T.C., and Loranger, R.J., 1991, Geology of the Northern Independence Mountains, Elko County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 583–602.",
85,5,"Hofstra, A.H., Snee, L.W., Rye, R.O., Folger, H.W., Phinisey, J.D., Loranger, R.J., Dahl, A.R., Naeser, C.W., Stein, H.J., and Lewchuk, M., 1999, Age constraints on Jerritt Canyon and other gold deposits in the western United States—Relationship to Mid-Tertiary extension and magmatism: Economic Geology, v. 94, no. 6, p. 769–802.",
85,6,"Mindat.org, 2011, Enfield mine (Jerritt Canyon gold mine; Bell mine; Marlboro Canyon; Allchem; Generator Hill pits), Independence Mountains district, Elko Co., Nevada, USA: Mineral list, 1 p., last accessed February 3, 2011, at http://www.mindat.org/loc-41217.html.","http://www.mindat.org/loc-41217.html"
85,7,"Mountean, J.L., and Henry, C.D., 2007, Preliminary geologic map of the Jerritt Canyon mining district, Elko County, Nevada, scale 1:24,000: Nevada Bureau of Mines and Geology, 1 sheet.",
85,8,"Stevens, D.L., and Hawkins, R.B., 1982, A comparison of the gold mineralization at Jerritt Canyon, Nevada with other disseminated gold deposits of the Basin-Range region: Tulsa, Oklahoma, Transactions of the Third Pacific Energy and Mineral Resources Conference, p. 339–347.",
85,9,"Weideman, W.I., Dahl, A.R., and MacDonald,G.D., 1991, The geology of the MAP area gold deposits, Enfield Bell mine, Jerritt Canyon district, Elko County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 603–606.",
85,10,"Wilton, T., 2004, A commentary on the structural setting at Jerritt Canyon, Nevada, and its relationship to high-grade, sediment-hosted gold deposits in the district, in Brown, H.G., ed., Gold deposits of the Independence Mountains, Elko Co., Nevada: Geological Society of Nevada Special Publication No. 39, p. 73–88.",
86,14,"Nevada Bureau of Mines and Geology, 2011, The Nevada mineral industry, 2010: Nevada Bureau of Mines and Geology Special Publication MI-2010, 151 p.",
86,18,"Volk, J.A., Lauha, E., Leonardson, R.W., and Rahn, J.E., 1996, Structural geology of the Betze-Post and Meikle deposits, Elko and Eureka counties, Nevada, in Green, S.M., and Struhsacker, E., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada, Field Trip Guidebook Compendium, p. 180–194.",
86,17,"Teal, L., and Jackson, M., 1997, Geologic overview of the Carlin Trend gold deposits and descriptions of recent deep discoveries: SEG Newsletter, no. 31, Oct. 1997, p. 11, 13–25.",
86,16,"Ressel, M.W., Noble, D.C., Heizler, M.T., Volk, J.A., Lamb, J.B., Park, D.E., Conrad, J.E., and Mortensen, J.K., 2000, Gold-mineralized Eocene dikes at Griffin and Meikle—Bearing on the age and origin of deposits of the Carlin Trend, Nevada, in Cluer, J.K., Price, J.G., Struhsacker, E.M., Hardyman, R.F., and Morris, C.L., eds., Geology and ore deposits 2000—The Great Basin and beyond: Reno, Geological Society of Nevada, v. 1, p. 79–101.",
86,1,"Barrick Gold, 2011, Gold reserves and resources, annual report 2010, 2 p., last accessed February 28, 2011, at http://www.barrick.com/Theme/Barrick/files/docs_annualquarterly/2010/Gold-Mineral-Reserves-and-Resources.pdf.","http://www.barrick.com/Theme/Barrick/files/docs_annualquarterly/2010/Gold-Mineral-Reserves-and-Resources.pdf"
86,15,"Newmont Mining Corp., 2009b, Deep Post—End of an era: News Release of December 1, 2009, 1 p., last accessed March 2, 2011, at http://www.newmont.com/features/our-business-features/deep-post-end-of-an-era.","http://www.newmont.com/features/our-business-features/deep-post-end-of-an-era"
86,2,"Baschuk, G.J., 2000, Lithological and structural controls within the Upper zone of Barrick’s Rodeo deposit, Eureka County, Nevada, in Cluer, J.K., Price, J.G., Struhsacker, E.M., Hardyman, R.F., and Morris, C.L., eds., Geology and ore deposits 2000: the Great Basin and beyond: Geological Society of Nevada Symposium Proceedings, Reno/Sparks, p. 989–1001.",
86,3,"Bettles, K., 2002, Exploration and geology, 1962 to 2002, at the Goldstrike property, Carlin Trend, Nevada, in Goldfarb, R.J., and Nielsen, R.L., eds., Integrated methods for discovery—Global exploration in the twenty-first century: Society of Economic Geologists Special Publication 9, p. 275–298.",
86,4,"Bettles, K., and Lauha, E., 2000, Mineralization, geology, geochemistry, and geophysics of the Goldstrike mine, Carlin Trend, Nevada, in Griffin, L., ed., Geology and ore deposits—The Great Basin and beyond: Geological Society of Nevada Symposium 2000, Field Trip 7, p. 129–142.",
86,5,"Bourge, A., 2000, General overview of the Meikle mine, in Griffin, L., ed., Geology and ore deposits—The Great Basin and beyond: Geological Society of Nevada Symposium 2000, Field Trip 7, p. 143–150.",
86,6,"Chadwick, J., 2000, Goldstrike underground: Mining Magazine, October 2000, p. MNA 1–8.",
86,7,"Emsbo, P., 1999, Origin of the Meikle high-grade gold deposit from the superposition of Late Devonian SEDEX and Mid-Tertiary Carlin-type gold mineralization: Ph.D. Dissertation, Colorado School of Mines, Golden, Colorado, 379 p.",
86,8,"Emsbo, P., Hofstra, A.H., Lauha, E.A., Griffin, G.L., and Hutchinson, R.W., 2003, Origin of high grade gold ore, source of ore fluid components, and genesis of Meikle and neighboring Carlin-type deposits, northern Carlin Trend, Nevada: Economic Geology, v. 98, no. 6, p. 1069–1106.",
86,9,"Lander, A., 2000, An update on geology and mineralization of the Rodeo deposit, in Griffin, L. ed., Giant sedimentary rock-hosted mineral systems of the Carlin Trend: Reno, Geological Society of Nevada Symposium 2000, Field Trip 7, p. 151–158.",
